stock_locate,tracking_number,timestamp,order_reference_number,executed_shares,match_number,printable,execution_price
6066,2,0 days 09:30:52.671141516,9352507,100,306768,1,392000
4024,2,0 days 09:30:53.448228657,7402030,100,307018,1,540700
8091,2,0 days 09:30:53.454213651,11191656,1519,307019,1,126200
4985,2,0 days 09:30:53.693127968,9365043,6,307123,1,1975200
7451,2,0 days 09:30:53.978002651,11565800,100,307341,1,3228500
7826,2,0 days 09:30:54.256628946,11539180,34,307490,1,1337500
7902,2,0 days 09:30:55.744268296,11597368,100,307905,1,553600
7902,2,0 days 09:30:55.744301718,11597368,100,307906,1,553600
7902,2,0 days 09:30:55.745047620,11597368,300,307908,1,553600
3444,2,0 days 09:30:56.054548080,7384674,200,308040,1,43500
8623,2,0 days 09:30:57.044144065,11633472,100,308295,1,68500
8623,2,0 days 09:30:57.045386932,11633472,200,308296,1,68500
1543,2,0 days 09:30:57.384264665,9723809,16,308407,1,95800
6058,2,0 days 09:30:57.549161809,9441631,100,308465,1,1214800
4619,2,0 days 09:30:57.770734577,7482782,100,308509,1,881500
7931,2,0 days 09:30:58.302325024,11633848,100,308644,1,875300
7931,2,0 days 09:30:58.314675741,11653208,100,308657,1,875400
8417,2,0 days 09:30:58.839889663,11545184,100,308790,1,920000
8417,2,0 days 09:30:58.839951994,11545184,100,308791,1,920000
8091,2,0 days 09:30:59.463132303,11191656,141,308943,1,126200
1892,2,0 days 09:30:59.476540192,9758309,100,308945,1,590400
2023,2,0 days 09:30:59.680940046,9762385,10,309027,1,1453000
2023,2,0 days 09:30:59.680983915,9762385,90,309028,1,1453000
6696,2,0 days 09:31:00.567046493,9524939,200,309528,1,172600
6696,4,0 days 09:31:00.567046493,9524943,100,309529,1,172600
6696,6,0 days 09:31:00.567046493,9524951,450,309530,1,172600
6696,2,0 days 09:31:00.570706099,9524951,300,309532,1,172600
6696,2,0 days 09:31:00.571911616,9524951,200,309533,1,172600
4573,2,0 days 09:31:00.784421713,7544634,100,309663,1,203900
4573,4,0 days 09:31:00.784421713,7544638,100,309664,1,203900
5148,1,0 days 09:31:00.972250466,9536843,100,309822,0,243700
5148,3,0 days 09:31:00.972250466,9536843,100,309823,0,243700
5148,5,0 days 09:31:00.972250466,9536843,100,309824,0,243700
4315,4,0 days 09:31:01.178933694,7553434,400,310087,1,1661900
1157,2,0 days 09:31:01.403790389,9805457,100,310231,1,802000
7302,2,0 days 09:31:01.536873934,11731160,100,310274,1,161400
5537,2,0 days 09:31:01.740470880,9558071,100,310400,1,29800
5537,2,0 days 09:31:01.744632053,9558079,100,310401,1,29800
5537,2,0 days 09:31:01.775435629,9558103,100,310406,1,29800
805,2,0 days 09:31:02.044125802,9831313,28,310528,1,261200
7167,2,0 days 09:31:02.308007957,9571987,100,310683,1,138100
688,2,0 days 09:31:02.311451652,9837145,24,310696,1,355300
5537,2,0 days 09:31:02.319129932,9573103,100,310707,1,29800
5537,2,0 days 09:31:02.319690626,9573107,200,310708,1,29800
332,2,0 days 09:31:02.498129946,9840949,2,310793,1,610800
5769,2,0 days 09:31:03.175883726,9595211,300,311155,1,31500
4649,2,0 days 09:31:03.943435952,7629194,100,311522,1,583600
8574,2,0 days 09:31:04.096488424,11788012,100,311598,1,541800
4990,2,0 days 09:31:04.663528229,9625775,100,311809,1,644000
4990,2,0 days 09:31:04.740850725,9627271,34,311861,1,644300
687,2,0 days 09:31:04.757729225,9888317,10,311949,1,2137100
687,4,0 days 09:31:04.757729225,9888321,40,311950,1,2137100
7931,3,0 days 09:31:04.760588685,11811768,200,311963,1,875200
7995,2,0 days 09:31:04.892823644,11814008,100,312150,1,584100
6629,2,0 days 09:31:04.904638135,9636399,100,312157,1,129500
4715,2,0 days 09:31:04.905945615,7641550,100,312161,1,183100
3800,2,0 days 09:31:05.099813034,7656714,200,312293,1,204700
7995,2,0 days 09:31:05.305223720,11814016,43,312324,1,584100
2764,2,0 days 09:31:05.583897973,7664862,148,312543,1,14100
3444,2,0 days 09:31:05.610614075,7465210,100,312560,1,43500
3444,2,0 days 09:31:05.650646491,7465210,100,312581,1,43500
6993,2,0 days 09:31:05.664176246,9651291,95,312628,1,209100
4341,2,0 days 09:31:05.664547034,7666854,276,312631,1,923600
4341,2,0 days 09:31:05.664584476,7666854,24,312632,1,923600
3444,2,0 days 09:31:05.700216970,7465210,100,312683,1,43500
1528,3,0 days 09:31:05.911907305,9914849,100,312797,1,451000
1528,5,0 days 09:31:05.911907305,9914853,200,312798,1,451000
1730,2,0 days 09:31:06.301533536,9922541,100,312918,1,478400
4315,2,0 days 09:31:06.464712604,7681290,200,312963,1,1660900
4315,2,0 days 09:31:06.494690239,7681290,100,312966,1,1660900
6815,2,0 days 09:31:07.147339443,9684671,75,313133,1,1380800
6815,2,0 days 09:31:07.147341462,9684671,25,313134,1,1380800
7018,2,0 days 09:31:07.163635544,9250795,100,313140,1,581500
6024,2,0 days 09:31:07.452521783,9691843,1300,313294,1,160600
6024,4,0 days 09:31:07.452521783,9691847,100,313295,1,160600
8754,2,0 days 09:31:07.642745378,11874312,100,313378,1,642300
8754,4,0 days 09:31:07.642745378,11874316,200,313379,1,642300
4151,1,0 days 09:31:07.996734382,7704570,100,313531,0,78300
2023,2,0 days 09:31:08.191972642,9948997,100,313619,1,1451600
5817,2,0 days 09:31:08.197289472,9707543,100,313652,1,417000
4193,2,0 days 09:31:08.199369391,7709514,100,313726,1,295400
5332,2,0 days 09:31:09.137174023,9733751,100,314223,1,537500
5332,4,0 days 09:31:09.137174023,9733791,100,314224,1,537500
3810,2,0 days 09:31:09.439452064,7736330,2,314277,1,491800
8745,2,0 days 09:31:09.504946583,11883216,1300,314290,1,309000
8482,2,0 days 09:31:09.717912835,11906612,200,314387,1,1642700
8482,4,0 days 09:31:09.717912835,11906620,200,314388,1,1642700
8482,6,0 days 09:31:09.717912835,11906624,100,314389,1,1642700
1263,2,0 days 09:31:10.018306400,9980125,100,314458,1,516000
1892,2,0 days 09:31:10.279725793,9984485,1,314546,1,589800
1892,4,0 days 09:31:10.279725793,9984489,1,314547,1,589800
8423,2,0 days 09:31:10.522272849,11698140,100,314678,1,195400
688,3,0 days 09:31:10.565350347,9986109,400,314694,1,355600
3444,2,0 days 09:31:10.653351169,7739894,100,314754,1,43400
8482,2,0 days 09:31:10.682440672,11906624,100,314781,1,1642700
8482,2,0 days 09:31:10.683463686,11906628,100,314784,1,1642700
1358,2,0 days 09:31:10.797662564,9995485,100,314811,1,6700
7454,2,0 days 09:31:10.864411828,11939992,100,314881,1,421000
7454,2,0 days 09:31:10.864472114,11939996,100,314882,1,421000
7454,2,0 days 09:31:10.864528929,11939996,100,314883,1,421000
7454,2,0 days 09:31:10.864589721,11939996,200,314884,1,421000
8482,2,0 days 09:31:11.127941646,11906628,100,315013,1,1642700
8482,4,0 days 09:31:11.127941646,11906632,200,315014,1,1642700
8482,6,0 days 09:31:11.127941646,11906640,200,315015,1,1642700
8482,2,0 days 09:31:11.269955876,11906640,200,315045,1,1642700
8482,4,0 days 09:31:11.269955876,11906644,200,315046,1,1642700
8482,6,0 days 09:31:11.269955876,11906648,100,315047,1,1642700
4221,2,0 days 09:31:11.371407748,7772290,100,315106,1,211900
2023,2,0 days 09:31:11.747542893,10011193,83,315286,1,1452500
8482,2,0 days 09:31:11.918799752,11906648,100,315353,1,1642700
5244,3,0 days 09:31:12.143141960,9785991,75,315479,1,257300
8623,2,0 days 09:31:12.534950372,11965288,200,315603,1,68600
4615,2,0 days 09:31:12.538010804,7788174,100,315662,1,211100
4615,4,0 days 09:31:12.538010804,7788178,100,315663,1,211100
4615,2,0 days 09:31:12.538256452,7788246,100,315665,1,211100
4867,2,0 days 09:31:12.539920279,9791931,100,315675,1,27800
4867,2,0 days 09:31:12.540186600,9791931,100,315676,1,27800
4867,4,0 days 09:31:12.540186600,9791939,300,315677,1,27800
2092,2,0 days 09:31:12.544789062,10025289,100,315714,1,69500
2092,4,0 days 09:31:12.544789062,10025297,100,315715,1,69500
6815,2,0 days 09:31:12.895231657,9802171,75,315869,1,1379500
6815,2,0 days 09:31:12.895235012,9802171,25,315870,1,1379500
6593,2,0 days 09:31:12.932808620,9803659,263,315910,1,187800
2023,2,0 days 09:31:13.263667611,10043385,83,316018,1,1452500
7551,2,0 days 09:31:13.632027159,11980712,200,316106,1,269500
7156,2,0 days 09:31:14.310291531,9840371,65,316365,1,378600
7156,4,0 days 09:31:14.310291531,9840375,21,316366,1,378600
5332,2,0 days 09:31:14.484715990,9842983,100,316415,1,537100
8482,2,0 days 09:31:14.700241974,12015152,200,316488,1,1642400
8515,2,0 days 09:31:15.065844188,12021940,100,316629,1,614700
130,2,0 days 09:31:15.534858841,10087965,100,316819,1,145200
5537,2,0 days 09:31:15.834527442,9863499,100,316936,1,30000
5537,4,0 days 09:31:15.834527442,9863507,200,316937,1,30000
5537,2,0 days 09:31:15.835255403,9863507,600,316938,1,30000
2778,2,0 days 09:31:16.005005490,7850346,200,317007,1,131200
2778,2,0 days 09:31:16.006429138,7850346,600,317009,1,131200
1654,2,0 days 09:31:16.042126348,10093481,100,317035,1,47400
7982,2,0 days 09:31:16.118279861,11970988,100,317082,1,224200
7721,2,0 days 09:31:16.133994315,12038312,100,317096,1,562200
4184,6,0 days 09:31:16.575271258,7428394,25,317181,1,598600
5965,2,0 days 09:31:16.582028830,9876651,100,317218,1,231400
4184,2,0 days 09:31:16.587238780,7428394,100,317226,1,598600
4184,2,0 days 09:31:16.587828630,7428394,109,317227,1,598600
1723,2,0 days 09:31:16.726627476,10102905,100,317262,1,496600
5537,2,0 days 09:31:16.821759394,9879319,100,317282,1,30200
7615,2,0 days 09:31:16.925737186,12048232,800,317309,1,23000
8711,2,0 days 09:31:16.998011289,12049488,100,317340,1,112700
8016,2,0 days 09:31:18.161037358,12066104,80,317669,1,1242600
5604,2,0 days 09:31:18.216761953,9900915,1,317681,1,706400
1654,2,0 days 09:31:18.238387065,10093481,200,317683,1,47400
7576,2,0 days 09:31:18.564120050,12072272,100,317772,1,595800
7261,2,0 days 09:31:18.566606611,12072420,50,317774,1,447500
7261,2,0 days 09:31:18.566643875,12072420,26,317775,1,447500
7261,2,0 days 09:31:18.566686005,12072424,76,317776,1,447500
6644,2,0 days 09:31:19.000203136,9911947,100,317899,1,599700
8417,2,0 days 09:31:19.251145591,12082176,35,318010,1,919700
5537,2,0 days 09:31:19.282554886,9915043,200,318034,1,30200
5604,2,0 days 09:31:19.385009928,9917367,1,318049,1,706400
7721,2,0 days 09:31:19.717801734,12089740,200,318141,1,562200
7721,2,0 days 09:31:19.717850723,12089780,200,318142,1,562200
7302,2,0 days 09:31:19.733034498,12071656,100,318158,1,161300
8417,2,0 days 09:31:20.173657991,12082176,65,318342,1,919700
8417,4,0 days 09:31:20.173657991,12082180,100,318343,1,919700
8417,6,0 days 09:31:20.173657991,12082184,85,318344,1,919700
8417,2,0 days 09:31:20.173660159,12082184,15,318345,1,919700
5537,2,0 days 09:31:20.416144172,9933371,42,318468,1,30300
5537,2,0 days 09:31:20.416680669,9933371,158,318469,1,30300
4095,2,0 days 09:31:20.593531082,7904858,100,318499,1,334000
5301,2,0 days 09:31:20.885064920,9923087,100,318597,1,177000
5301,2,0 days 09:31:20.885145699,9923099,100,318598,1,177000
7615,2,0 days 09:31:20.967872890,12048252,200,318626,1,23000
2778,2,0 days 09:31:21.225117826,7908530,100,318832,1,131300
4315,3,0 days 09:31:21.314679905,7914222,200,318861,1,1661300
688,2,0 days 09:31:21.760779952,10166477,1100,319033,1,355800
2778,2,0 days 09:31:21.880508454,7922770,100,319054,1,131200
2778,2,0 days 09:31:21.881709070,7922786,149,319055,1,131200
5537,2,0 days 09:31:21.991107587,9961187,50,319090,1,30200
8711,2,0 days 09:31:22.060805085,12133512,600,319121,1,112500
8279,3,0 days 09:31:22.327044479,12136168,400,319173,1,132600
8279,5,0 days 09:31:22.327044479,12136172,200,319174,1,132600
5537,2,0 days 09:31:22.665652756,9970139,100,319257,1,30200
5537,2,0 days 09:31:22.747138715,9970139,35,319285,1,30200
7603,2,0 days 09:31:22.763401964,12142508,100,319292,1,46800
8574,2,0 days 09:31:23.236830229,12137900,100,319522,1,542100
8266,2,0 days 09:31:23.315611338,12149772,60,319539,1,132800
8879,2,0 days 09:31:23.455105686,12152256,200,319569,1,665500
5537,2,0 days 09:31:23.474143558,9980711,35,319581,1,30300
4378,2,0 days 09:31:24.031130073,7951110,100,319801,1,359000
4221,2,0 days 09:31:24.503642896,7959910,200,320006,1,211800
251,2,0 days 09:31:25.608312134,10221637,2,320307,1,1297500
8754,10,0 days 09:31:25.720365572,10962872,100,320352,1,642000
7302,2,0 days 09:31:25.792398396,12195652,1000,320398,1,161300
2778,2,0 days 09:31:26.003531803,7922786,151,320445,1,131200
2778,4,0 days 09:31:26.003531803,7923030,49,320446,1,131200
4315,1,0 days 09:31:26.030458685,7975578,100,320452,0,1661500
5537,2,0 days 09:31:26.032667477,10024855,100,320454,1,30300
5023,2,0 days 09:31:26.426440334,9995711,100,320576,1,15500
5543,3,0 days 09:31:27.533571112,10042691,100,321004,1,1014200
3340,2,0 days 09:31:27.898422749,7996142,100,321107,1,659400
5146,2,0 days 09:31:28.009303939,10049343,26,321162,1,3751300
5146,2,0 days 09:31:28.009397088,10049367,7,321164,1,3751300
4315,2,0 days 09:31:28.009906602,7996842,70,321169,1,1661600
7451,4,0 days 09:31:28.704867752,12222848,100,321446,1,3228700
7451,2,0 days 09:31:28.706316019,12222848,200,321458,1,3228700
95,2,0 days 09:31:28.879931573,10174445,50,321519,1,463800
95,4,0 days 09:31:28.879931573,10199861,90,321520,1,463800
4315,2,0 days 09:31:29.307587069,8016986,300,321667,1,1661500
4315,2,0 days 09:31:29.308018258,8016986,100,321669,1,1661500
7261,2,0 days 09:31:31.567650727,12284864,50,322532,1,447500
7261,2,0 days 09:31:31.567659846,12284864,50,322533,1,447500
5332,2,0 days 09:31:32.189394616,10124315,100,322712,1,537500
6521,2,0 days 09:31:32.437796570,10129131,100,322825,1,885700
4016,2,0 days 09:31:32.557726341,8063694,100,322932,1,1103200
1867,2,0 days 09:31:32.611023218,9642717,56,322971,1,234300
5537,2,0 days 09:31:32.678094798,10133679,100,323027,1,30300
4315,2,0 days 09:31:32.685536049,8058706,300,323038,1,1661600
4315,2,0 days 09:31:32.685766902,8058706,100,323041,1,1661600
6104,2,0 days 09:31:32.689002839,10135871,72,323050,1,1369800
6104,4,0 days 09:31:32.689002839,10135879,128,323051,1,1369800
6104,2,0 days 09:31:32.689685291,10135879,100,323052,1,1369800
7548,2,0 days 09:31:32.865110814,12276728,99,323186,1,211300
4024,2,0 days 09:31:33.105123328,8074846,200,323320,1,540800
2249,2,0 days 09:31:33.349565412,10335989,50,323392,1,1082900
2249,2,0 days 09:31:33.349581048,10335989,50,323393,1,1082900
1404,2,0 days 09:31:33.500520403,10337589,100,323440,1,1115900
8482,2,0 days 09:31:33.597894009,12320900,100,323491,1,1642000
4024,2,0 days 09:31:33.636170230,8074846,800,323493,1,540800
4024,4,0 days 09:31:33.636170230,8074874,100,323494,1,540800
8482,2,0 days 09:31:33.650891480,12320900,100,323496,1,1642000
8482,2,0 days 09:31:33.652916077,12320900,66,323501,1,1642000
5537,2,0 days 09:31:34.318973813,10160975,200,323645,1,30500
5537,4,0 days 09:31:34.318973813,10160983,100,323646,1,30500
5537,2,0 days 09:31:34.437986461,10162355,300,323684,1,30500
2888,2,0 days 09:31:34.586792268,8093410,1,323738,1,1261200
1048,2,0 days 09:31:34.728713796,10352577,100,323828,1,123200
1263,2,0 days 09:31:34.757212266,10353537,100,323857,1,516100
1263,2,0 days 09:31:34.758222944,10353541,100,323860,1,516100
8482,2,0 days 09:31:36.230117964,12344856,156,324373,1,1642100
6442,2,0 days 09:31:36.276460099,10190739,100,324391,1,106100
6442,1,0 days 09:31:36.315268535,10191411,300,324404,0,106100
8697,2,0 days 09:31:37.420263784,12372720,48,324792,1,102600
5537,2,0 days 09:31:37.899453124,10209275,100,324893,1,30700
7877,2,0 days 09:31:37.965243675,12378668,100,324919,1,774400
6556,2,0 days 09:31:38.329295039,10214499,10,324981,1,2134400
4619,2,0 days 09:31:38.349756615,8131182,300,324992,1,883500
8144,2,0 days 09:31:38.468722321,12382476,100,325020,1,578900
5023,2,0 days 09:31:38.498732987,10216811,100,325031,1,15800
5023,2,0 days 09:31:38.499765901,10216811,100,325032,1,15800
5023,2,0 days 09:31:38.500593986,10216811,300,325033,1,15800
5023,4,0 days 09:31:38.500593986,10216939,300,325034,1,15800
5023,2,0 days 09:31:38.501591947,10216939,200,325036,1,15800
5023,4,0 days 09:31:38.501591947,10216943,400,325037,1,15800
7261,2,0 days 09:31:38.568178632,12384488,66,325073,1,447500
3453,2,0 days 09:31:38.785530724,8135710,200,325143,1,184000
2692,2,0 days 09:31:39.056909251,8139718,100,325214,1,1083000
1888,2,0 days 09:31:39.098534448,10403501,100,325238,1,818000
4958,2,0 days 09:31:39.133722252,10224795,100,325260,1,138500
7451,2,0 days 09:31:39.232311110,12393312,300,325278,1,3228800
7451,4,0 days 09:31:39.232311110,12393316,200,325279,1,3228800
7451,6,0 days 09:31:39.232311110,12393320,200,325280,1,3228800
6998,2,0 days 09:31:39.241559255,10226531,9,325341,1,880000
8697,2,0 days 09:31:39.352005929,12394868,250,325376,1,102800
8482,2,0 days 09:31:39.477451477,12363332,200,325401,1,1641900
8482,2,0 days 09:31:39.484816988,12363332,81,325404,1,1641900
4184,2,0 days 09:31:39.643401043,8148042,300,325430,1,598700
4184,2,0 days 09:31:39.644751219,8148042,100,325431,1,598700
4184,4,0 days 09:31:39.644751219,8148078,100,325432,1,598700
1157,2,0 days 09:31:39.678201358,10409917,100,325452,1,802500
6434,2,0 days 09:31:39.811613323,10233483,100,325501,1,1106400
1157,2,0 days 09:31:40.156126149,10420165,100,325646,1,802900
8482,2,0 days 09:31:40.175633318,12396860,100,325650,1,1641900
2778,2,0 days 09:31:40.732758354,8164994,200,325783,1,131100
8747,2,0 days 09:31:40.820898560,12419580,23,325860,1,819600
4315,2,0 days 09:31:40.963951530,8164862,100,325892,1,1661400
8482,2,0 days 09:31:41.117859815,12396860,300,325928,1,1641900
8482,2,0 days 09:31:41.125070760,12396860,100,325939,1,1641900
8482,2,0 days 09:31:41.126161561,12396860,100,325944,1,1641900
8482,2,0 days 09:31:41.347512247,12396860,381,326021,1,1641900
1533,2,0 days 09:31:41.362132456,10437545,100,326044,1,2026100
8482,2,0 days 09:31:41.534687967,12426828,500,326135,1,1641900
8322,2,0 days 09:31:41.566507228,12420716,20,326144,1,91200
7960,2,0 days 09:31:42.016429296,12436008,100,326311,1,532600
3559,2,0 days 09:31:42.084383330,8182886,100,326340,1,155100
3559,2,0 days 09:31:42.149950210,8183670,100,326365,1,155100
6854,2,0 days 09:31:42.208420112,10228887,45,326396,1,1157900
4319,2,0 days 09:31:42.208574475,8184686,114,326402,1,596600
6854,2,0 days 09:31:42.208604471,10272899,100,326404,1,1157800
4319,2,0 days 09:31:42.208762095,8184794,343,326405,1,596600
4319,2,0 days 09:31:42.208904324,8184810,114,326407,1,596600
4319,2,0 days 09:31:42.208906157,8184810,114,326408,1,596600
4319,2,0 days 09:31:42.209006962,8184810,115,326409,1,596600
4319,2,0 days 09:31:42.209186354,8184890,343,326411,1,596600
4319,2,0 days 09:31:42.209188025,8184890,1,326412,1,596600
4319,2,0 days 09:31:42.209904482,8185070,343,326414,1,596600
4319,2,0 days 09:31:42.211779849,8185306,114,326418,1,596600
2572,2,0 days 09:31:42.220593835,8182346,100,326428,1,129300
8482,2,0 days 09:31:42.235082108,12439964,500,326447,1,1641800
7451,2,0 days 09:31:42.533366035,12446148,100,326563,1,3228700
8482,2,0 days 09:31:42.571974499,12439964,500,326572,1,1641800
386,2,0 days 09:31:42.841770373,10458861,100,326644,1,506600
7454,2,0 days 09:31:43.342881679,12457528,100,326873,1,421000
7454,2,0 days 09:31:43.342940489,12457528,100,326874,1,421000
8751,2,0 days 09:31:43.393652843,12458248,100,326887,1,383500
8751,2,0 days 09:31:43.394050625,12458260,100,326889,1,383500
6955,2,0 days 09:31:43.685809212,9698575,5200,327069,1,41600
6955,2,0 days 09:31:43.686365237,9698575,700,327070,1,41600
6955,4,0 days 09:31:43.686365237,9698579,3850,327071,1,41600
2969,2,0 days 09:31:44.102431742,8212306,100,327221,1,2859900
5345,2,0 days 09:31:44.345330169,10307263,33,327469,1,268300
5345,4,0 days 09:31:44.345330169,10307267,33,327470,1,268300
5419,2,0 days 09:31:44.347280527,10121667,100,327480,1,30500
3633,2,0 days 09:31:44.570251042,8225426,100,327616,1,147700
7080,2,0 days 09:31:44.632926720,10227663,200,327644,1,22400
7080,2,0 days 09:31:44.634536865,10227663,800,327645,1,22400
4096,2,0 days 09:31:44.647906352,8226954,24,327655,1,2061800
5029,2,0 days 09:31:44.647916604,10314407,11,327656,1,3760200
6556,2,0 days 09:31:45.174118449,10320859,100,327854,1,2134400
8482,2,0 days 09:31:45.179874009,12439964,75,327875,1,1641800
8482,2,0 days 09:31:45.180208078,12439964,100,327878,1,1641800
8482,2,0 days 09:31:45.180426761,12439964,100,327879,1,1641800
4195,2,0 days 09:31:45.411228685,8236338,50,327987,1,828900
4195,2,0 days 09:31:45.411230076,8236338,50,327988,1,828900
4195,4,0 days 09:31:45.411230076,8236350,50,327989,1,828900
4195,2,0 days 09:31:45.411244853,8236350,50,327990,1,828900
4805,2,0 days 09:31:45.595137814,10327251,200,328064,1,368300
5332,2,0 days 09:31:45.769036501,10330019,100,328145,1,537100
8429,2,0 days 09:31:46.471954611,12515288,34,328368,1,2966500
8482,2,0 days 09:31:46.928123242,12439964,30,328578,1,1641800
8482,4,0 days 09:31:46.928123242,12516800,70,328579,1,1641800
1173,2,0 days 09:31:47.047902527,10517781,100,328613,1,341400
6556,2,0 days 09:31:47.048370214,10328719,100,328614,1,2134500
6556,2,0 days 09:31:47.192415842,10328719,100,328650,1,2134500
8744,2,0 days 09:31:47.337886596,12526832,18,328700,1,601100
7202,2,0 days 09:31:47.679946896,10354083,100,328934,1,71500
7202,2,0 days 09:31:47.679998065,10354083,30,328936,1,71500
6556,2,0 days 09:31:48.195571398,10328719,220,329122,1,2134500
1702,2,0 days 09:31:48.610713328,10539733,11,329440,1,1646700
1702,2,0 days 09:31:48.610736502,10539733,168,329441,1,1646700
8482,2,0 days 09:31:48.786654903,12522792,500,329482,1,1641800
4926,2,0 days 09:31:48.850756118,10372055,100,329521,1,105400
3401,2,0 days 09:31:49.017174431,8276630,100,329580,1,365200
3401,4,0 days 09:31:49.017174431,8276634,100,329581,1,365200
3401,2,0 days 09:31:49.048105952,8276746,100,329594,1,365300
8482,2,0 days 09:31:49.179068017,12522792,100,329638,1,1641800
8296,2,0 days 09:31:49.285392870,12551848,28,329701,1,1370300
5179,2,0 days 09:31:49.892991340,10386311,10,329914,1,1782900
5179,2,0 days 09:31:49.893000018,10386311,90,329915,1,1782900
3277,2,0 days 09:31:50.012952666,8282078,600,329957,1,289300
1116,2,0 days 09:31:50.405721279,10559441,2,330076,1,167200
1116,2,0 days 09:31:50.405742341,10559445,2,330077,1,167200
8482,2,0 days 09:31:50.432064024,12522792,500,330087,1,1641800
5332,2,0 days 09:31:50.434661465,10394299,100,330089,1,537300
8482,2,0 days 09:31:50.614671472,12522792,500,330183,1,1641800
8482,2,0 days 09:31:50.831959611,12522792,500,330236,1,1641800
344,2,0 days 09:31:50.880452913,10563645,60,330240,1,459300
344,2,0 days 09:31:50.880492091,10563645,40,330241,1,459300
8482,2,0 days 09:31:51.011697176,12522792,104,330292,1,1641800
8482,4,0 days 09:31:51.011697176,12542768,396,330293,1,1641800
1654,2,0 days 09:31:51.282680940,10569705,100,330363,1,47400
7992,2,0 days 09:31:51.441473965,12580564,188,330488,1,4272500
7992,2,0 days 09:31:51.441477082,12580564,108,330489,1,4272500
7992,2,0 days 09:31:51.441501158,12580564,200,330491,1,4272500
7992,2,0 days 09:31:51.441512075,12580564,4,330492,1,4272500
8574,2,0 days 09:31:51.793334721,12584260,100,330641,1,542400
4303,2,0 days 09:31:51.891437058,8313518,100,330676,1,167900
4303,2,0 days 09:31:51.893465797,8313518,100,330677,1,167900
95,2,0 days 09:31:51.975193866,10558281,100,330692,1,463600
5180,2,0 days 09:31:52.019875137,10415571,37,330704,1,619400
5180,2,0 days 09:31:52.019888243,10415571,63,330705,1,619400
5537,2,0 days 09:31:52.234583823,10418707,600,330814,1,31200
4487,2,0 days 09:31:52.295332215,8317754,18,330877,1,1400000
8745,2,0 days 09:31:52.295971602,11249968,100,330885,1,309100
5537,2,0 days 09:31:52.770981052,10425199,100,331039,1,31100
8482,2,0 days 09:31:53.680640735,12580476,100,331270,1,1641800
5796,2,0 days 09:31:54.659358623,10443187,100,331523,1,1446800
1101,2,0 days 09:31:54.723675947,10612069,300,331539,1,428800
3633,2,0 days 09:31:54.908747928,8346298,700,331616,1,147600
2263,2,0 days 09:31:55.273368129,8325950,100,331808,1,360900
5796,2,0 days 09:31:55.354290062,10451903,100,331829,1,1446800
6624,2,0 days 09:31:55.418876724,10461383,100,331855,1,495400
6624,2,0 days 09:31:55.418893334,10461387,100,331856,1,495400
7789,2,0 days 09:31:56.040635159,12649556,100,332074,1,167700
4341,2,0 days 09:31:56.136148134,8360938,14,332096,1,923700
4341,2,0 days 09:31:56.137725868,8360938,30,332097,1,923700
8682,2,0 days 09:31:56.509368112,12655876,100,332196,1,55300
2523,2,0 days 09:31:57.254289340,8372574,14,332442,1,592400
7795,2,0 days 09:31:58.018988078,12677568,100,332669,1,108700
7795,2,0 days 09:31:58.026518212,12677816,100,332677,1,108900
8482,2,0 days 09:31:58.035433244,12607736,100,332678,1,1641800
8482,2,0 days 09:31:58.035694813,12623420,100,332679,1,1641800
1520,2,0 days 09:31:58.789781635,10660137,100,332967,1,828400
8530,2,0 days 09:31:58.810844991,12691008,95,332976,1,593500
1520,2,0 days 09:31:59.325104580,10660141,100,333141,1,828400
8482,2,0 days 09:31:59.557603748,12623420,76,333287,1,1641800
8482,2,0 days 09:31:59.557695306,12705752,100,333294,1,1641800
8482,2,0 days 09:31:59.557862133,12705752,75,333295,1,1641800
8482,2,0 days 09:31:59.558803271,12705752,117,333296,1,1641800
8482,2,0 days 09:31:59.725495043,12705752,100,333368,1,1641800
8482,2,0 days 09:31:59.725794590,12705752,100,333375,1,1641800
8482,2,0 days 09:31:59.725823573,12705752,100,333376,1,1641800
8482,2,0 days 09:31:59.726403230,12705752,100,333391,1,1641800
8482,2,0 days 09:31:59.726606228,12705752,75,333392,1,1641800
4341,2,0 days 09:31:59.728783033,8400670,100,333401,1,923600
161,2,0 days 09:31:59.861095048,10669789,100,333438,1,120600
4296,2,0 days 09:31:59.964928309,8407590,405,333457,1,1303700
1158,2,0 days 09:31:59.970379913,10637181,160,333464,1,284300
172,2,0 days 09:32:00.003532677,10670601,100,333476,1,1123700
4341,2,0 days 09:32:00.044178179,8400670,4,333525,1,923600
4341,4,0 days 09:32:00.044178179,8400702,96,333526,1,923600
1421,2,0 days 09:32:00.056852241,10680861,100,333538,1,37900
1421,2,0 days 09:32:00.058635535,10680861,200,333539,1,37900
1421,2,0 days 09:32:00.060909192,10680861,100,333540,1,37900
8482,2,0 days 09:32:00.286496331,12705752,100,333695,1,1641800
4341,2,0 days 09:32:00.541106815,8400702,21,333838,1,923600
4341,4,0 days 09:32:00.541106815,8400742,43,333839,1,923600
4341,6,0 days 09:32:00.541106815,8400750,36,333840,1,923600
3480,2,0 days 09:32:00.555938885,8414074,25,333842,1,178600
3480,2,0 days 09:32:00.556089428,8414074,75,333843,1,178600
5769,2,0 days 09:32:00.896964137,10555895,400,333981,1,31500
