stock_locate,tracking_number,timestamp,order_reference_number,executed_shares,match_number,printable,execution_price
8515,2,0 days 09:42:06.733973226,26247544,5,627765,1,614300
5117,2,0 days 09:42:06.777636277,23336943,10,627780,1,73600
8771,2,0 days 09:42:06.848856005,26206140,1500,627796,1,234500
7990,1,0 days 09:42:06.890260736,26255928,100,627808,0,257800
5686,2,0 days 09:42:06.942359146,23331895,10,627812,1,342700
602,2,0 days 09:42:06.966115894,21620933,22,627845,1,220700
8515,2,0 days 09:42:07.038669203,26247544,95,627874,1,614300
3125,2,0 days 09:42:07.089200985,20469318,100,627910,1,105700
5497,2,0 days 09:42:07.187589813,23347759,100,627974,1,3266900
8081,2,0 days 09:42:07.221564591,26257272,100,627982,1,300000
5603,2,0 days 09:42:07.542890961,23356339,100,628136,1,2810800
405,2,0 days 09:42:07.548910159,21655605,50,628167,1,83700
4315,2,0 days 09:42:07.565471394,20482070,200,628181,1,1650100
4315,2,0 days 09:42:07.565481061,20482070,100,628184,1,1650100
4315,4,0 days 09:42:07.565481061,20482074,100,628185,1,1650100
4099,2,0 days 09:42:07.565965573,20482094,12,628189,1,833200
5268,2,0 days 09:42:07.576355152,23355631,100,628221,1,135200
4315,2,0 days 09:42:07.888902015,20492946,100,628445,1,1649800
6175,2,0 days 09:42:08.343686055,23369339,100,628742,1,387200
562,2,0 days 09:42:08.885057859,21343669,100,628963,1,23700
4964,2,0 days 09:42:09.141779936,23324691,100,629055,1,1080500
4962,2,0 days 09:42:09.163447862,23393227,450,629061,1,168600
4962,2,0 days 09:42:09.164184389,23393227,150,629062,1,168600
7603,2,0 days 09:42:09.622235844,26328276,100,629342,1,39200
3615,2,0 days 09:42:10.138423282,20538098,100,629539,1,247200
3278,2,0 days 09:42:10.295101862,20532846,100,629589,1,418700
4184,2,0 days 09:42:10.338940516,20532058,100,629596,1,594900
4184,4,0 days 09:42:10.338940516,20532070,100,629597,1,594900
5465,2,0 days 09:42:10.347078933,23416191,100,629600,1,521300
5465,2,0 days 09:42:10.347081202,23416191,70,629601,1,521300
5465,2,0 days 09:42:10.347085208,23416191,30,629602,1,521300
4341,2,0 days 09:42:10.432928229,20545494,100,629632,1,924100
1610,2,0 days 09:42:11.115081023,21716433,100,629755,1,171700
2027,2,0 days 09:42:12.070584105,21744709,10,629976,1,358300
5708,2,0 days 09:42:12.528802058,23450775,100,630126,1,2336500
7992,2,0 days 09:42:12.890156791,26383820,100,630305,1,4139100
7451,2,0 days 09:42:12.935918337,26378844,19,630426,1,3218300
7551,2,0 days 09:42:13.585041376,26396768,100,630702,1,268700
8711,2,0 days 09:42:13.641904463,26199460,100,630737,1,112300
7551,2,0 days 09:42:13.645523059,26399180,100,630743,1,268700
6521,4,0 days 09:42:13.814557722,23475411,72,630824,1,879200
6521,2,0 days 09:42:13.864466762,23475411,28,630866,1,879200
7202,2,0 days 09:42:14.057133595,23482535,100,630958,1,71200
7202,2,0 days 09:42:14.057499761,23482535,10,630965,1,71200
7982,2,0 days 09:42:14.316482337,26411692,100,631044,1,224800
4017,2,0 days 09:42:14.332416635,20617546,100,631057,1,653500
4017,4,0 days 09:42:14.332416635,20617550,100,631058,1,653500
4017,6,0 days 09:42:14.332416635,20617558,100,631059,1,653500
4017,8,0 days 09:42:14.332416635,20617562,400,631060,1,653500
4017,2,0 days 09:42:14.332425064,20617566,200,631061,1,653500
4017,4,0 days 09:42:14.332425064,20617570,100,631062,1,653500
4017,6,0 days 09:42:14.332425064,20617574,1200,631063,1,653500
4017,2,0 days 09:42:14.333495423,20617574,100,631064,1,653500
4017,2,0 days 09:42:14.335320620,20617574,100,631066,1,653500
4017,2,0 days 09:42:14.336984380,20617574,100,631067,1,653500
4017,2,0 days 09:42:14.338413735,20617574,100,631069,1,653500
4017,2,0 days 09:42:14.339864398,20617574,100,631070,1,653500
4017,2,0 days 09:42:14.341215559,20617574,100,631071,1,653500
4017,2,0 days 09:42:14.342672391,20617582,100,631075,1,653500
5275,2,0 days 09:42:14.384391692,23447755,100,631101,1,511100
5332,1,0 days 09:42:14.469053636,23491123,90,631168,0,532000
7080,2,0 days 09:42:14.509731943,22588427,100,631178,1,23300
3884,3,0 days 09:42:14.715533858,20626418,100,631243,1,878500
3884,2,0 days 09:42:14.795263157,20626714,100,631268,1,878500
3884,4,0 days 09:42:14.795263157,20626718,100,631269,1,878500
3884,6,0 days 09:42:14.795263157,20626742,100,631270,1,878500
6736,2,0 days 09:42:14.957846804,23498447,100,631341,1,20400
6736,4,0 days 09:42:14.957846804,23498455,100,631342,1,20400
6736,6,0 days 09:42:14.957846804,23498459,400,631343,1,20400
6736,8,0 days 09:42:14.957846804,23498483,200,631344,1,20400
6736,10,0 days 09:42:14.957846804,23498635,200,631345,1,20400
6736,12,0 days 09:42:14.957846804,23498639,1600,631346,1,20400
3401,2,0 days 09:42:14.977169794,20597970,100,631354,1,362900
6310,2,0 days 09:42:15.033938580,23500623,100,631372,1,355900
6080,2,0 days 09:42:15.150781870,23467751,100,631442,1,188000
6080,2,0 days 09:42:15.150950125,23502779,100,631443,1,188000
8754,2,0 days 09:42:15.231063081,26436084,300,631500,1,642500
8754,4,0 days 09:42:15.231063081,26436092,100,631501,1,642500
4587,2,0 days 09:42:15.349250930,20644654,50,631583,1,316200
7992,2,0 days 09:42:15.666847346,26450120,100,631700,1,4140000
5332,2,0 days 09:42:15.669027672,23515299,100,631704,1,532000
344,2,0 days 09:42:16.757615218,21834653,100,632169,1,455400
479,2,0 days 09:42:16.844921887,21806725,100,632258,1,185900
4100,2,0 days 09:42:16.850198685,20168818,23,632389,1,1598800
4897,2,0 days 09:42:16.850205968,23054699,100,632390,1,86600
3791,4,0 days 09:42:16.860724874,20681466,71,632437,1,148400
2672,2,0 days 09:42:16.865352754,20647754,100,632441,1,459200
5537,2,0 days 09:42:17.129557099,23556151,100,632714,1,31800
3791,2,0 days 09:42:17.204676908,20681466,29,632744,1,148400
6024,2,0 days 09:42:17.924644955,23575007,100,633137,1,160600
5332,2,0 days 09:42:17.942605657,23575671,100,633150,1,532100
5275,2,0 days 09:42:18.426381526,23563307,100,633353,1,511000
3633,2,0 days 09:42:19.252964598,20727774,70,633601,1,146500
8767,2,0 days 09:42:19.382785904,26540672,100,633705,1,701500
3401,2,0 days 09:42:19.438774245,20739826,100,633768,1,363000
6501,2,0 days 09:42:19.622076780,23605411,12,633833,1,1087300
344,2,0 days 09:42:19.625515057,21879169,1,633834,1,455700
6711,2,0 days 09:42:19.878296300,23613607,200,633923,1,41000
3453,2,0 days 09:42:19.942009036,20748050,200,633937,1,184800
5263,2,0 days 09:42:19.996118174,23615859,100,633947,1,914100
602,2,0 days 09:42:20.017873319,21891053,100,633959,1,220500
602,2,0 days 09:42:20.019998745,21903565,100,633965,1,220500
2716,2,0 days 09:42:20.131899927,19280362,165,634016,1,263600
2716,4,0 days 09:42:20.131899927,19475190,191,634017,1,263600
6593,2,0 days 09:42:20.222944332,23620851,50,634038,1,179600
4309,2,0 days 09:42:20.324380244,20755894,100,634116,1,178200
4309,2,0 days 09:42:20.324544268,20755894,100,634117,1,178200
5960,2,0 days 09:42:20.342095668,23574279,100,634124,1,187500
602,2,0 days 09:42:20.908860665,21904077,100,634367,1,220400
6593,2,0 days 09:42:21.236938962,23620851,50,634521,1,179600
7451,2,0 days 09:42:21.300923838,26574780,110,634561,1,3218600
7451,2,0 days 09:42:21.300953492,26574780,90,634562,1,3218600
4924,2,0 days 09:42:21.649329055,23652519,100,634782,1,128800
1472,1,0 days 09:42:22.247806800,21949665,100,635182,0,688300
4341,2,0 days 09:42:23.053562084,20813682,100,635538,1,923700
4341,4,0 days 09:42:23.053562084,20813686,100,635539,1,923700
4341,6,0 days 09:42:23.053562084,20813690,100,635540,1,923700
7766,2,0 days 09:42:23.083982041,26600468,100,635548,1,99000
44,2,0 days 09:42:23.409095127,21969165,800,635689,1,19400
5117,2,0 days 09:42:23.426009009,23675963,10,635698,1,73700
5117,2,0 days 09:42:23.433142259,23701167,10,635707,1,73600
4871,2,0 days 09:42:23.822989066,23570083,200,635816,1,599600
8574,2,0 days 09:42:23.875901807,26631400,100,635825,1,539700
2484,2,0 days 09:42:24.257721729,20832770,100,635961,1,284100
4871,2,0 days 09:42:24.536861650,23570083,148,636041,1,599600
4871,2,0 days 09:42:24.536882246,23570083,17,636042,1,599600
4871,2,0 days 09:42:24.536938711,23570083,235,636043,1,599600
3725,2,0 days 09:42:24.673640844,20844494,67,636121,1,332700
3725,2,0 days 09:42:24.673647268,20844494,28,636122,1,332700
8266,2,0 days 09:42:24.837280445,26647276,10,636144,1,136000
1283,2,0 days 09:42:25.237273404,21995213,100,636253,1,80900
1283,4,0 days 09:42:25.237273404,21995297,200,636254,1,80900
8270,1,0 days 09:42:25.281908916,26663200,100,636281,0,22950
8270,3,0 days 09:42:25.281908916,26663200,100,636282,0,23000
8270,5,0 days 09:42:25.281908916,26663200,442,636283,0,23000
7302,2,0 days 09:42:26.526130364,26665180,100,636927,1,159800
4880,2,0 days 09:42:28.421582061,23802071,100,637664,1,2888300
3635,2,0 days 09:42:28.447515364,20828814,100,637698,1,40900
3635,4,0 days 09:42:28.447515364,20828818,100,637699,1,40900
5537,2,0 days 09:42:28.450773982,23797803,100,637702,1,32100
5537,4,0 days 09:42:28.450773982,23797815,100,637703,1,32100
5537,6,0 days 09:42:28.450773982,23802635,200,637704,1,32100
5537,8,0 days 09:42:28.450773982,23803115,2000,637705,1,32100
3256,2,0 days 09:42:28.535434633,15598410,26,637755,1,220700
3256,2,0 days 09:42:28.535466074,15598410,10,637756,1,220700
7576,2,0 days 09:42:28.630657738,26715936,100,637866,1,592300
5705,2,0 days 09:42:29.346924771,23821691,50,638062,1,40100
799,2,0 days 09:42:31.207069829,22093345,100,638643,1,63500
8081,2,0 days 09:42:31.389745856,26772072,100,638702,1,299600
6310,2,0 days 09:42:31.802853858,23864071,200,638910,1,356100
6310,4,0 days 09:42:31.802853858,23864083,300,638911,1,356100
5537,2,0 days 09:42:32.512394660,23877911,2000,639234,1,32100
5537,4,0 days 09:42:32.512394660,23877919,100,639235,1,32100
5537,6,0 days 09:42:32.512394660,23877923,100,639236,1,32100
7766,2,0 days 09:42:32.726161471,26803340,100,639286,1,99300
7766,4,0 days 09:42:32.726161471,26803348,100,639287,1,99300
6094,2,0 days 09:42:32.853062727,23882859,100,639316,1,52400
7302,2,0 days 09:42:33.008055497,26665188,100,639358,1,159800
4193,2,0 days 09:42:33.423006956,21000978,100,639520,1,296200
1092,2,0 days 09:42:33.880544378,21770557,300,639658,1,805600
1092,2,0 days 09:42:33.880637437,21770557,500,639659,1,805600
1092,4,0 days 09:42:33.880637437,21770561,500,639660,1,805600
1092,2,0 days 09:42:33.880987248,21770561,100,639661,1,805600
1092,2,0 days 09:42:33.883070509,21770561,300,639662,1,805600
1092,2,0 days 09:42:33.925709330,21770561,300,639671,1,805600
1092,2,0 days 09:42:33.950222764,21770561,300,639672,1,805600
2388,2,0 days 09:42:34.439235661,21015158,100,639857,1,2068900
4184,2,0 days 09:42:34.491933060,21016046,100,639894,1,594900
7902,2,0 days 09:42:35.221010391,26845656,100,640135,1,553700
7451,2,0 days 09:42:36.209395999,26863292,100,640374,1,3218600
8802,2,0 days 09:42:36.222894255,26851684,100,640378,1,10700
344,2,0 days 09:42:36.635675361,22176089,100,640501,1,455200
4804,2,0 days 09:42:36.729410119,23944443,10,640542,1,37300
6998,2,0 days 09:42:36.900609217,23949635,100,640671,1,878400
6998,2,0 days 09:42:36.900847452,23949635,100,640672,1,878400
5575,2,0 days 09:42:37.156945075,23954587,1,640817,1,132600
5384,2,0 days 09:42:37.216231222,23956383,80,640855,1,151900
5117,2,0 days 09:42:37.516351168,23958787,100,640935,1,73500
8417,2,0 days 09:42:37.532531808,26855576,3,640936,1,919700
8417,2,0 days 09:42:37.532562502,26855576,100,640937,1,919700
8417,2,0 days 09:42:37.853151933,26855576,374,641037,1,919700
5895,2,0 days 09:42:38.303512412,23979915,100,641269,1,530100
5895,2,0 days 09:42:38.366304833,23981139,300,641301,1,530300
5895,4,0 days 09:42:38.366304833,23981151,100,641302,1,530300
5895,6,0 days 09:42:38.366304833,23981167,300,641303,1,530300
5263,2,0 days 09:42:38.375600964,23981279,100,641313,1,914100
5537,2,0 days 09:42:38.728726659,23985487,100,641455,1,32100
4315,2,0 days 09:42:38.821443097,21090310,100,641468,1,1650800
8150,2,0 days 09:42:38.936816634,26919964,100,641526,1,2511300
8574,2,0 days 09:42:38.973952567,26897936,100,641614,1,539800
5275,2,0 days 09:42:39.132682365,23992759,6,641696,1,510900
8744,2,0 days 09:42:39.321206440,26929280,100,641792,1,600700
3884,2,0 days 09:42:39.392225171,21086602,200,641810,1,878700
6998,2,0 days 09:42:39.460826719,24003795,100,641830,1,878400
6998,2,0 days 09:42:39.812388131,24005711,100,641911,1,878400
3884,2,0 days 09:42:40.436041305,21086602,100,642110,1,878700
5083,2,0 days 09:42:42.225121687,24054895,100,642853,1,334300
5291,1,0 days 09:42:42.332846415,24056711,100,642908,0,1577200
3884,2,0 days 09:42:42.489082673,21086602,500,643011,1,878700
3884,4,0 days 09:42:42.489082673,21086610,100,643012,1,878700
3884,6,0 days 09:42:42.489082673,21086630,100,643013,1,878700
3884,8,0 days 09:42:42.489082673,21086638,100,643014,1,878700
3884,10,0 days 09:42:42.489082673,21086646,100,643015,1,878700
8278,2,0 days 09:42:43.284866046,27013944,100,643312,1,63800
8278,2,0 days 09:42:43.284934637,27013944,100,643313,1,63800
8278,2,0 days 09:42:43.285000523,27013944,100,643314,1,63800
852,2,0 days 09:42:43.482118508,22294865,20,643388,1,548600
5831,2,0 days 09:42:43.547392056,24076795,100,643425,1,1171700
4378,6,0 days 09:42:43.927148638,21179930,94,643657,1,358000
4378,2,0 days 09:42:43.930340835,21179930,6,643661,1,358000
3480,2,0 days 09:42:44.070631473,21179678,200,643676,1,176800
3906,2,0 days 09:42:45.991911847,21198174,200,644078,1,69400
376,2,0 days 09:42:46.053328856,22334869,100,644100,1,213900
4184,2,0 days 09:42:46.550467338,21225918,5,644255,1,595100
4100,2,0 days 09:42:48.586330140,21260314,25,644804,1,1598300
3363,2,0 days 09:42:48.742768015,21263506,6,644881,1,1426700
546,2,0 days 09:42:49.729825157,22394345,6,645142,1,206600
8482,2,0 days 09:42:50.073859215,27118200,80,645197,1,1635400
6277,2,0 days 09:42:50.726360283,24196835,40,645499,1,638800
6277,2,0 days 09:42:50.726362600,24196835,60,645500,1,638800
7259,2,0 days 09:42:50.735238842,27118208,50,645513,1,652800
633,2,0 days 09:42:50.941195456,22285277,400,645572,1,57500
633,4,0 days 09:42:50.941195456,22285281,100,645573,1,57500
633,6,0 days 09:42:50.941195456,22285289,300,645574,1,57500
5537,2,0 days 09:42:51.341524566,24206043,100,645723,1,32100
7992,2,0 days 09:42:51.462945111,27181544,100,645755,1,4130100
1589,2,0 days 09:42:51.710870641,22215305,100,645804,1,84600
5537,2,0 days 09:42:52.186899665,24220751,100,645866,1,32100
4315,2,0 days 09:42:52.314706927,21314958,100,645871,1,1650600
7514,2,0 days 09:42:52.675706674,27202740,50,645979,1,187500
7629,2,0 days 09:42:52.685465873,27202868,100,645988,1,362600
7629,4,0 days 09:42:52.685465873,27202880,100,645989,1,362600
7629,6,0 days 09:42:52.685465873,27202884,100,645990,1,362600
5537,2,0 days 09:42:53.026008511,24236331,100,646107,1,32100
5497,2,0 days 09:42:53.405674085,24243767,100,646199,1,3276000
7206,2,0 days 09:42:53.649823123,24248275,2,646277,1,901200
805,2,0 days 09:42:53.809425396,22376689,11,646331,1,259600
5537,2,0 days 09:42:53.878511279,24250707,100,646345,1,32100
7629,2,0 days 09:42:53.913201402,27211572,8,646359,1,362400
4590,2,0 days 09:42:54.037935359,21331086,14,646456,1,207700
5537,2,0 days 09:42:54.277535369,24259843,800,646519,1,32100
6089,2,0 days 09:42:55.360615005,24277827,100,646835,1,25000
6089,2,0 days 09:42:55.361047840,24277827,100,646836,1,25000
6089,2,0 days 09:42:55.361463122,24277827,100,646837,1,25000
6089,2,0 days 09:42:55.361831411,24277827,100,646838,1,25000
8626,2,0 days 09:42:55.632510746,27259852,100,646930,1,235500
8626,4,0 days 09:42:55.632510746,27259860,100,646931,1,235500
8626,2,0 days 09:42:55.737966328,27259860,200,646952,1,235500
8626,2,0 days 09:42:55.746344702,27259880,100,646953,1,235500
8626,4,0 days 09:42:55.746344702,27263284,200,646954,1,235500
8626,2,0 days 09:42:55.799589440,27263672,11,646978,1,235500
5742,2,0 days 09:42:55.813776366,24284379,74,646980,1,1271900
5742,2,0 days 09:42:55.813776837,24284379,26,646981,1,1271900
5537,2,0 days 09:42:55.970910018,24286367,400,647003,1,32000
5537,2,0 days 09:42:56.020431724,24286815,100,647008,1,32000
8802,2,0 days 09:42:56.504402907,27274804,100,647122,1,10700
799,2,0 days 09:42:56.510427661,22493285,100,647141,1,63800
8755,2,0 days 09:42:56.979334671,27279092,34,647213,1,1021100
7167,2,0 days 09:42:57.225961869,24039963,100,647284,1,139000
6556,2,0 days 09:42:57.964842716,24314175,10,647454,1,2123400
3303,2,0 days 09:42:59.136399233,21424606,200,647821,1,65700
3303,2,0 days 09:42:59.136811256,21424606,2758,647822,1,65700
5332,1,0 days 09:42:59.657571322,24346891,100,648113,0,531500
6815,2,0 days 09:42:59.833043858,24350363,100,648162,1,1346700
7995,2,0 days 09:42:59.985671025,27335332,100,648222,1,580700
3479,2,0 days 09:43:00.003962971,21441166,100,648228,1,42300
3161,2,0 days 09:43:00.012363329,21425934,2,648239,1,175900
3615,2,0 days 09:43:00.859028267,21439642,100,648478,1,247400
3029,2,0 days 09:43:01.230176181,21464954,100,648606,1,95600
3453,2,0 days 09:43:01.740328951,21358770,100,648778,1,184900
4985,2,0 days 09:43:02.283502522,24396399,5,648926,1,1968800
5537,2,0 days 09:43:02.884472622,24408207,200,649136,1,31900
5537,4,0 days 09:43:02.884472622,24408211,100,649137,1,31900
5537,6,0 days 09:43:02.884472622,24408239,100,649138,1,31900
5537,8,0 days 09:43:02.884472622,24408251,100,649139,1,31900
5537,10,0 days 09:43:02.884472622,24408255,100,649140,1,31900
5537,12,0 days 09:43:02.884472622,24408259,100,649141,1,31900
3738,2,0 days 09:43:03.370927580,20627554,100,649255,1,50500
7603,2,0 days 09:43:03.764200061,27411936,100,649373,1,38700
7451,2,0 days 09:43:04.014384145,27405544,19,649515,1,3218400
7857,2,0 days 09:43:05.058567619,27439440,100,649942,1,42200
7364,2,0 days 09:43:05.197544892,27431996,100,649970,1,214300
5537,2,0 days 09:43:05.268725954,24446575,200,649997,1,32000
8081,2,0 days 09:43:05.790570268,27451032,20,650153,1,299100
3515,2,0 days 09:43:06.167110642,21543542,97,650267,1,484600
950,2,0 days 09:43:06.358344552,22644805,100,650341,1,643400
3029,1,0 days 09:43:06.876027270,21556054,100,650617,0,95500
3029,3,0 days 09:43:06.876027270,21556054,100,650618,0,95500
3029,5,0 days 09:43:06.876027270,21556054,100,650619,0,95500
1212,2,0 days 09:43:07.192118545,22661657,85,650875,1,435600
1757,2,0 days 09:43:07.251683308,22662665,100,650906,1,725800
4378,2,0 days 09:43:07.535676204,21562194,100,651166,1,357800
8081,2,0 days 09:43:07.839097841,27498952,100,651287,1,299200
852,2,0 days 09:43:07.888242001,22675837,57,651297,1,548600
8278,2,0 days 09:43:07.935529322,27478016,100,651309,1,63900
8574,2,0 days 09:43:08.048771699,27488280,200,651402,1,539900
8574,4,0 days 09:43:08.048771699,27488288,100,651403,1,539900
7603,2,0 days 09:43:08.302598983,27509848,5,651518,1,38700
4184,1,0 days 09:43:08.508243010,21595586,100,651743,0,594600
3277,2,0 days 09:43:08.641139680,21604150,192,651818,1,291300
7259,2,0 days 09:43:08.685676630,27525384,100,651857,1,652700
7259,2,0 days 09:43:08.686145619,27525384,158,651858,1,652700
329,2,0 days 09:43:08.777301685,22700481,100,651931,1,74200
329,2,0 days 09:43:08.777354520,22700493,32,651932,1,74200
8623,2,0 days 09:43:09.066135409,27530988,10,652234,1,68600
7376,2,0 days 09:43:09.401338336,27550236,100,652363,1,116400
8574,1,0 days 09:43:10.018505697,27561348,100,652585,0,539700
688,1,0 days 09:43:10.143874971,22732625,200,652743,0,354200
5895,2,0 days 09:43:10.242804564,24558567,100,652819,1,529900
5895,4,0 days 09:43:10.242804564,24558575,25,652820,1,529900
4319,2,0 days 09:43:10.245863793,21650882,125,652885,1,594200
3029,2,0 days 09:43:10.259021967,21653998,100,652941,1,95300
6556,2,0 days 09:43:10.261041704,24562139,10,652993,1,2122300
344,2,0 days 09:43:10.285046102,22739613,100,653080,1,454900
344,4,0 days 09:43:10.285046102,22739617,26,653081,1,454900
8742,2,0 days 09:43:10.561236690,27588240,100,653285,1,611300
8767,2,0 days 09:43:10.869851319,27591856,100,653519,1,701800
5537,2,0 days 09:43:10.955510200,24580455,100,653591,1,32000
8755,2,0 days 09:43:11.536617559,27607420,100,653798,1,1020700
8755,4,0 days 09:43:11.536617559,27607424,100,653799,1,1020700
3458,2,0 days 09:43:11.764952710,21691658,100,653951,1,13430000
6202,2,0 days 09:43:11.854569774,24602031,100,654137,1,184000
3303,1,0 days 09:43:12.295955016,21714678,100,654470,0,65800
3303,1,0 days 09:43:12.295970759,21714710,55,654471,0,65800
2304,2,0 days 09:43:12.695645007,21724278,7,654697,1,293200
7182,2,0 days 09:43:12.744717565,24463171,100,654715,1,35000
4976,2,0 days 09:43:12.822226695,24627927,300,654753,1,102700
8332,2,0 days 09:43:13.128715366,27619112,100,654928,1,538800
8332,4,0 days 09:43:13.128715366,27657448,100,654929,1,538800
7826,4,0 days 09:43:13.465196416,27667308,100,655096,1,1337400
8802,2,0 days 09:43:13.510724061,27667960,100,655133,1,10700
8802,4,0 days 09:43:13.510724061,27667964,100,655134,1,10700
8802,6,0 days 09:43:13.510724061,27667968,500,655135,1,10700
1589,2,0 days 09:43:13.554593004,22738665,100,655156,1,84600
7444,2,0 days 09:43:13.751574626,27674152,100,655276,1,660000
5332,2,0 days 09:43:13.975179411,24660399,10,655440,1,530300
685,2,0 days 09:43:13.980171382,22828321,100,655455,1,3285000
8289,2,0 days 09:43:14.012133589,27694500,36,655782,1,1649000
1730,2,0 days 09:43:14.016695064,22835733,100,655807,1,475300
1730,2,0 days 09:43:14.018373952,22835741,50,655812,1,475300
600,2,0 days 09:43:14.040751086,22828921,5,655856,1,589100
2456,2,0 days 09:43:14.073925084,21723326,10,655909,1,259400
5301,2,0 days 09:43:14.078942217,24674939,100,655951,1,176600
8743,2,0 days 09:43:14.186429627,27686400,400,656084,1,537100
7451,2,0 days 09:43:14.202265223,27709044,88,656121,1,3217200
8351,2,0 days 09:43:14.231453710,15151564,400,656139,1,607900
3738,2,0 days 09:43:14.429620311,20627554,100,656212,1,50500
1468,2,0 days 09:43:14.640160526,22854537,50,656277,1,18500
6202,2,0 days 09:43:14.651563871,24673191,100,656292,1,184000
4100,2,0 days 09:43:15.012343481,21761942,24,656433,1,1597800
7259,2,0 days 09:43:15.012859326,27709048,20,656434,1,652500
438,2,0 days 09:43:15.055189296,22859813,100,656452,1,48600
4100,2,0 days 09:43:15.194325555,21794390,33,656546,1,1597800
7259,2,0 days 09:43:15.194941404,27709048,26,656556,1,652500
8625,2,0 days 09:43:15.299055025,27742316,1,656602,1,1135400
8625,2,0 days 09:43:15.299100326,27742316,69,656603,1,1135400
8625,2,0 days 09:43:15.300323383,27742316,130,656604,1,1135400
602,2,0 days 09:43:15.482530768,22775549,100,656637,1,220600
5537,2,0 days 09:43:16.135110432,24725363,100,656894,1,32000
7302,2,0 days 09:43:16.339437664,27765328,100,657019,1,159500
7182,2,0 days 09:43:16.431413513,24463171,100,657055,1,35000
8081,2,0 days 09:43:16.917118920,27777864,1,657264,1,299200
8574,2,0 days 09:43:17.183811946,27773840,100,657399,1,539700
2065,2,0 days 09:43:17.200289103,22909749,90,657402,1,102000
5046,2,0 days 09:43:17.394464167,24736979,2,657481,1,509900
3615,2,0 days 09:43:17.799523258,21848098,100,657594,1,247300
5046,2,0 days 09:43:18.135998662,24767107,100,657660,1,509900
2263,2,0 days 09:43:18.321520329,21855778,100,657698,1,359600
5565,2,0 days 09:43:18.705533394,24732627,100,657795,1,137600
5833,2,0 days 09:43:19.343837744,24791055,100,658007,1,2096700
5628,2,0 days 09:43:19.454169129,24792483,100,658028,1,162200
5628,4,0 days 09:43:19.454169129,24792491,200,658029,1,162200
5628,6,0 days 09:43:19.454169129,24792499,100,658030,1,162200
5628,8,0 days 09:43:19.454169129,24792503,100,658031,1,162200
5628,10,0 days 09:43:19.454169129,24792523,100,658032,1,162200
5628,12,0 days 09:43:19.454169129,24792551,100,658033,1,162200
5411,2,0 days 09:43:19.705461303,24781231,100,658100,1,18200
4024,1,0 days 09:43:20.172569009,21896846,250,658225,0,540100
2512,2,0 days 09:43:20.317302458,21898058,200,658313,1,199800
2512,4,0 days 09:43:20.317302458,21898062,200,658314,1,199800
2512,6,0 days 09:43:20.317302458,21898066,100,658315,1,199800
2512,8,0 days 09:43:20.317302458,21898070,40,658316,1,199800
6372,2,0 days 09:43:20.953055886,24823599,100,658653,1,21700
5537,2,0 days 09:43:21.073035280,24823515,100,658690,1,32000
7462,2,0 days 09:43:21.248214970,27871788,100,658743,1,225100
7462,4,0 days 09:43:21.248214970,27872696,100,658744,1,225100
7462,2,0 days 09:43:21.252341776,27872696,200,658746,1,225100
4315,2,0 days 09:43:21.253622304,21921822,100,658749,1,1649700
4315,2,0 days 09:43:21.254028113,21921894,100,658751,1,1649700
7995,2,0 days 09:43:21.570208624,27859192,100,658916,1,580600
7182,2,0 days 09:43:21.789520096,24463171,100,658941,1,35000
7167,2,0 days 09:43:21.822948067,24039971,100,658947,1,139000
130,2,0 days 09:43:22.162710356,22994553,100,659054,1,143700
130,4,0 days 09:43:22.162710356,22994557,200,659055,1,143700
130,6,0 days 09:43:22.162710356,22994577,100,659056,1,143700
4317,2,0 days 09:43:22.403869598,21945022,21,659224,1,2132700
8870,1,0 days 09:43:22.737077528,27907368,100,659386,0,516400
2556,2,0 days 09:43:22.831292496,21957034,7,659497,1,1560700
3615,2,0 days 09:43:23.281492890,21913858,100,659723,1,247300
4316,2,0 days 09:43:23.393042099,21921862,33,659783,1,1281300
4307,2,0 days 09:43:23.722876252,21973398,500,659878,1,3231500
3615,2,0 days 09:43:24.004190907,21966930,100,659939,1,247300
4378,2,0 days 09:43:24.559184325,21988866,100,660114,1,357700
671,2,0 days 09:43:24.880552977,23050109,1800,660185,1,24100
8574,2,0 days 09:43:25.113154909,27910408,100,660236,1,539700
5408,2,0 days 09:43:25.393103224,24921883,50,660387,1,136900
2092,2,0 days 09:43:25.474617696,22969005,100,660434,1,70600
6593,2,0 days 09:43:25.936509155,24929799,100,660566,1,178500
7860,2,0 days 09:43:26.850450434,27996284,100,660934,1,1360400
6593,2,0 days 09:43:27.288470658,24955803,100,661112,1,178500
7603,2,0 days 09:43:27.364901424,28011808,100,661163,1,39500
7603,2,0 days 09:43:27.378508468,28012760,100,661166,1,39500
7603,2,0 days 09:43:27.391891630,28013028,100,661173,1,39500
4315,2,0 days 09:43:27.439932099,22044430,100,661190,1,1649300
6025,2,0 days 09:43:27.563628323,24939799,20,661220,1,150900
2092,2,0 days 09:43:27.816079118,22969005,100,661268,1,70600
776,1,0 days 09:43:27.835841999,23098685,200,661273,0,30900
7171,2,0 days 09:43:27.883966291,24968179,41,661290,1,4020000
5275,2,0 days 09:43:28.738855026,24985163,6,661639,1,510500
4016,2,0 days 09:43:28.878733391,22055214,200,661664,1,1103400
4016,2,0 days 09:43:28.879040995,22055218,50,661665,1,1103400
8767,2,0 days 09:43:29.059625375,28050068,100,661745,1,702000
